,0
5797,1
5798,7
5799,1
5800,5
5801,3
5802,3
5803,7
5804,2
5805,3
5806,5
5807,7
5808,2
5809,4
5810,5
5811,5
5812,7
5813,6
5814,7
5815,3
5816,4
5817,4
5818,5
5819,2
5820,1
5821,5
5822,6
5823,2
5824,7
5825,2
5826,1
5827,1
5828,1
5829,3
5830,4
5831,5
5832,3
5833,4
5834,6
5835,3
5836,3
5837,7
5838,3
5839,5
5840,4
5841,5
5842,3
5843,1
5844,5
5845,4
5846,4
5847,5
5848,3
5849,4
5850,5
5851,7
5852,6
5853,6
5854,1
5855,1
5856,2
5857,3
5858,7
5859,1
5860,3
5861,5
5862,2
5863,5
5864,1
5865,7
5866,2
5867,6
5868,6
5869,2
5870,2
5871,5
5872,1
5873,7
5874,6
5875,4
5876,6
5877,7
5878,6
5879,4
5880,3
5881,1
5882,6
5883,2
5884,6
5885,2
5886,4
5887,6
5888,5
5889,5
5890,7
5891,1
5892,1
5893,1
5894,4
5895,3
5896,5
5897,1
5898,3
5899,4
5900,7
5901,6
5902,1
5903,5
5904,2
5905,3
5906,1
5907,6
5908,1
5909,7
5910,2
5911,7
5912,1
5913,7
5914,6
5915,3
5916,6
5917,5
5918,6
5919,7
5920,6
5921,5
5922,7
5923,6
5924,2
5925,6
5926,2
5927,2
5928,6
5929,7
5930,7
5931,6
5932,7
5933,2
5934,2
5935,4
5936,6
5937,7
5938,5
5939,3
5940,7
5941,4
5942,4
5943,7
5944,1
5945,2
5946,5
5947,2
5948,5
5949,3
5950,7
5951,3
5952,7
5953,6
5954,1
5955,2
5956,5
5957,3
5958,3
5959,6
5960,6
5961,5
5962,4
5963,1
5964,4
5965,7
5966,1
5967,5
5968,6
5969,7
5970,4
5971,5
5972,1
5973,3
5974,6
5975,6
5976,3
5977,7
5978,1
5979,7
5980,2
5981,1
5982,2
5983,4
5984,2
5985,4
5986,7
5987,7
5988,7
5989,2
5990,6
5991,7
5992,1
5993,2
5994,4
5995,2
5996,7
5997,4
5998,4
5999,3
6000,7
6001,2
6002,1
6003,1
6004,7
6005,1
6006,2
6007,5
6008,5
6009,5
6010,7
6011,5
6012,1
6013,2
6014,4
6015,3
6016,4
6017,4
6018,3
6019,1
6020,4
6021,5
6022,4
6023,6
6024,2
6025,1
6026,4
6027,6
6028,2
6029,7
6030,3
6031,7
6032,5
6033,7
6034,7
6035,7
6036,7
6037,5
6038,6
6039,4
6040,1
6041,4
6042,1
6043,7
6044,3
6045,2
6046,6
6047,3
6048,1
6049,3
6050,4
6051,1
6052,5
6053,7
6054,7
6055,6
6056,2
6057,6
6058,5
6059,6
6060,7
6061,7
6062,7
6063,5
6064,6
6065,3
6066,1
6067,5
6068,3
6069,5
6070,6
6071,5
6072,1
6073,7
6074,2
6075,5
6076,5
6077,6
6078,5
6079,3
6080,1
6081,2
6082,7
6083,3
6084,7
6085,5
6086,1
6087,2
6088,4
6089,6
6090,2
6091,5
6092,2
6093,7
6094,1
6095,6
6096,6
6097,4
6098,7
6099,3
6100,3
6101,3
6102,1
6103,4
6104,7
6105,3
6106,3
6107,3
6108,1
6109,4
6110,1
6111,7
6112,3
6113,4
6114,3
6115,4
6116,4
6117,1
6118,5
6119,2
6120,1
6121,5
6122,3
6123,2
6124,1
6125,7
6126,6
6127,1
6128,5
6129,1
6130,1
6131,3
6132,2
6133,6
6134,6
6135,3
6136,1
6137,2
6138,6
6139,4
6140,7
6141,5
6142,2
6143,5
6144,1
6145,3
6146,5
6147,1
6148,4
6149,7
6150,2
6151,2
6152,4
6153,4
6154,1
6155,7
6156,7
6157,6
6158,1
6159,4
6160,3
6161,6
6162,6
6163,7
6164,5
6165,5
6166,5
6167,6
6168,4
6169,5
6170,7
6171,6
6172,2
6173,4
6174,3
6175,4
6176,3
6177,4
6178,1
6179,3
6180,3
6181,4
6182,2
6183,5
6184,2
6185,4
6186,4
6187,7
6188,5
6189,6
6190,5
6191,2
6192,4
6193,7
6194,2
6195,1
6196,6
6197,1
6198,3
6199,6
6200,1
6201,2
6202,6
6203,6
6204,3
6205,5
6206,6
6207,6
6208,4
6209,5
6210,3
6211,1
6212,6
6213,6
6214,2
6215,4
6216,3
6217,3
6218,7
6219,2
6220,5
6221,3
6222,2
6223,4
6224,6
6225,2
6226,7
6227,2
6228,4
6229,4
6230,6
6231,2
6232,1
6233,5
6234,4
6235,6
6236,2
6237,3
6238,3
6239,6
6240,7
6241,7
6242,5
6243,4
6244,3
6245,7
6246,1
6247,6
6248,6
6249,2
6250,5
6251,4
6252,1
6253,7
6254,3
6255,1
6256,1
6257,2
6258,7
6259,6
6260,5
6261,7
6262,5
6263,4
6264,1
6265,3
6266,6
6267,2
6268,6
6269,2
6270,3
6271,7
6272,7
6273,3
6274,1
6275,5
6276,6
6277,1
6278,3
6279,2
6280,1
6281,6
6282,6
6283,3
6284,2
6285,7
6286,4
6287,7
6288,6
6289,2
6290,2
6291,3
6292,6
6293,3
6294,7
6295,7
6296,4
6297,4
6298,7
6299,3
6300,5
6301,2
6302,7
6303,2
6304,4
6305,1
6306,6
6307,2
6308,7
6309,3
6310,2
6311,1
6312,6
6313,1
6314,2
6315,7
6316,2
6317,2
6318,5
6319,3
6320,5
6321,1
6322,1
6323,7
6324,1
6325,5
6326,5
6327,1
6328,3
6329,5
6330,5
6331,6
6332,7
6333,4
6334,1
6335,7
6336,1
6337,4
6338,6
6339,3
6340,2
6341,6
6342,6
6343,2
6344,5
6345,3
6346,4
6347,7
6348,5
6349,4
6350,1
6351,6
6352,2
6353,7
6354,3
6355,4
6356,6
6357,6
6358,3
6359,2
6360,7
6361,6
6362,6
6363,5
6364,1
6365,3
6366,5
6367,7
6368,2
6369,1
6370,6
6371,7
6372,6
6373,4
6374,2
6375,7
6376,5
6377,2
6378,6
6379,7
6380,7
6381,3
6382,5
6383,6
6384,6
6385,3
6386,1
6387,6
6388,5
6389,1
6390,2
6391,2
6392,7
6393,4
6394,1
6395,4
6396,2
6397,5
6398,5
6399,3
6400,7
6401,6
6402,4
6403,5
6404,1
6405,6
6406,2
6407,1
6408,3
6409,2
6410,3
6411,3
6412,6
6413,3
6414,3
6415,6
6416,4
6417,4
6418,6
6419,5
6420,2
6421,1
6422,3
6423,7
6424,7
6425,2
6426,2
6427,5
6428,7
6429,2
6430,7
6431,1
6432,4
6433,2
6434,7
6435,3
6436,5
6437,2
6438,4
6439,4
6440,6
6441,1
6442,2
6443,5
6444,2
6445,5
6446,2
6447,2
6448,2
6449,7
6450,5
6451,2
6452,5
6453,6
6454,1
6455,3
6456,4
6457,5
6458,7
6459,7
6460,6
6461,4
6462,4
6463,6
6464,6
6465,5
6466,1
6467,3
6468,1
6469,2
6470,5
6471,3
6472,3
6473,4
6474,2
6475,5
6476,3
6477,2
6478,1
6479,3
6480,7
6481,3
6482,6
6483,5
6484,6
6485,4
6486,2
6487,6
6488,4
6489,5
6490,5
6491,3
6492,7
6493,2
6494,2
6495,7
6496,5
6497,5
6498,1
6499,2
6500,7
6501,2
6502,7
6503,6
6504,4
6505,2
6506,2
6507,5
6508,2
6509,1
6510,3
6511,3
6512,1
6513,1
6514,3
6515,4
6516,4
6517,7
6518,6
6519,6
6520,7
6521,2
6522,3
6523,4
6524,6
6525,5
6526,7
6527,4
6528,5
6529,7
6530,2
6531,6
6532,3
6533,2
6534,2
6535,4
6536,5
6537,3
6538,7
6539,6
6540,5
6541,5
6542,5
6543,2
6544,3
6545,2
6546,7
6547,4
6548,5
6549,3
6550,1
6551,4
6552,3
6553,2
6554,7
6555,2
6556,7
6557,4
6558,7
6559,5
6560,5
6561,3
6562,7
6563,2
6564,5
6565,1
6566,2
6567,6
6568,3
6569,1
6570,5
6571,7
6572,5
6573,6
6574,7
6575,5
6576,5
6577,7
6578,3
6579,1
6580,5
6581,3
6582,6
6583,2
6584,4
6585,5
6586,2
6587,3
6588,5
6589,6
6590,1
6591,4
6592,7
6593,3
6594,7
6595,4
6596,4
6597,4
6598,5
6599,7
6600,2
6601,4
6602,3
6603,6
6604,1
6605,2
6606,4
6607,7
6608,6
6609,2
6610,3
6611,1
6612,1
6613,3
6614,4
6615,1
6616,1
6617,6
6618,7
6619,4
6620,3
6621,1
6622,1
6623,6
6624,3
6625,7
6626,6
6627,1
6628,1
6629,4
6630,6
6631,6
6632,5
6633,2
6634,2
6635,7
6636,6
6637,4
6638,7
6639,1
6640,1
6641,4
6642,5
6643,6
6644,3
6645,1
6646,3
6647,2
6648,1
6649,1
6650,2
6651,2
6652,2
6653,7
6654,4
6655,4
6656,7
6657,1
6658,6
6659,3
6660,4
6661,5
6662,1
6663,2
6664,2
6665,7
6666,1
6667,4
6668,4
6669,4
6670,4
6671,3
6672,4
6673,5
6674,3
6675,7
6676,3
6677,2
6678,3
6679,2
6680,3
6681,1
6682,6
6683,4
6684,1
6685,2
6686,6
6687,3
6688,3
6689,4
6690,5
6691,1
6692,7
6693,7
6694,4
6695,4
6696,2
6697,1
6698,4
6699,7
6700,1
6701,3
6702,3
6703,2
6704,7
6705,7
6706,1
6707,3
6708,6
6709,6
6710,3
6711,6
6712,7
6713,2
6714,1
6715,5
6716,1
6717,6
6718,3
6719,2
6720,1
6721,2
6722,5
6723,4
6724,1
6725,4
6726,6
6727,5
6728,2
6729,2
6730,3
6731,5
6732,1
6733,5
6734,6
6735,2
6736,6
6737,1
6738,1
6739,3
6740,6
6741,2
6742,7
6743,4
6744,5
6745,3
6746,5
6747,1
6748,3
6749,2
6750,6
6751,1
6752,7
6753,7
6754,7
6755,5
6756,3
6757,7
6758,7
6759,5
6760,1
6761,1
6762,6
6763,5
6764,4
6765,5
6766,6
6767,5
6768,2
6769,5
6770,7
6771,6
6772,5
6773,3
6774,1
6775,5
6776,3
6777,5
6778,3
6779,6
6780,2
6781,7
6782,6
6783,5
6784,2
6785,1
6786,4
6787,7
6788,3
6789,4
6790,5
6791,3
6792,7
6793,6
6794,1
6795,1
6796,1
6797,7
6798,4
6799,1
6800,4
6801,7
6802,7
6803,6
6804,4
6805,3
6806,3
6807,3
6808,7
6809,4
6810,5
6811,5
6812,3
6813,7
6814,1
6815,2
6816,7
6817,6
6818,1
6819,7
6820,4
6821,2
6822,1
6823,1
6824,3
6825,7
6826,1
6827,4
6828,1
6829,3
6830,3
6831,3
6832,1
6833,6
6834,2
6835,6
6836,1
6837,2
6838,5
6839,1
6840,2
6841,7
6842,3
6843,1
6844,7
6845,2
6846,1
6847,1
6848,5
6849,1
6850,2
6851,4
6852,6
6853,7
6854,7
6855,7
6856,4
6857,3
6858,6
6859,4
6860,2
6861,4
6862,7
6863,1
6864,4
6865,3
6866,4
6867,4
6868,3
6869,7
6870,7
6871,4
6872,4
6873,2
6874,4
6875,3
6876,2
6877,3
6878,2
6879,7
6880,2
6881,1
6882,7
6883,6
6884,6
6885,5
6886,4
6887,1
6888,3
6889,3
6890,5
6891,2
6892,6
6893,1
6894,1
6895,7
6896,4
6897,2
6898,6
6899,7
6900,6
6901,5
6902,7
6903,6
6904,5
6905,6
6906,5
6907,2
6908,4
6909,5
6910,7
6911,2
6912,5
6913,2
6914,7
6915,4
6916,6
6917,7
6918,7
6919,3
6920,3
6921,3
6922,4
6923,5
6924,7
6925,3
6926,7
6927,7
6928,3
6929,7
6930,2
6931,5
6932,1
6933,1
6934,3
6935,4
6936,2
6937,7
6938,2
6939,2
6940,5
6941,1
6942,1
6943,3
6944,2
6945,6
6946,6
6947,7
6948,5
6949,1
6950,7
6951,2
6952,1
6953,2
6954,1
6955,2
6956,3
6957,2
6958,5
6959,4
6960,3
6961,4
6962,4
6963,7
6964,4
6965,3
6966,3
6967,2
6968,3
6969,6
6970,2
6971,7
6972,7
6973,4
6974,5
6975,1
6976,3
6977,4
6978,6
6979,5
6980,5
6981,4
6982,7
6983,5
6984,1
6985,3
6986,2
6987,2
6988,3
6989,5
6990,5
6991,3
6992,4
6993,6
6994,1
6995,6
6996,4
6997,6
6998,1
6999,4
7000,7
7001,1
7002,5
7003,3
7004,7
7005,4
7006,2
7007,4
7008,5
7009,6
7010,7
7011,5
7012,1
7013,1
7014,4
7015,2
7016,6
7017,7
7018,1
7019,1
7020,1
7021,6
7022,6
7023,5
7024,7
7025,2
7026,2
7027,7
7028,6
7029,4
7030,7
7031,2
7032,6
7033,6
7034,2
7035,5
7036,5
7037,2
7038,6
7039,4
7040,1
7041,2
7042,4
7043,3
7044,4
7045,5
7046,4
7047,7
7048,3
7049,5
7050,1
7051,7
7052,7
7053,4
7054,7
7055,4
7056,3
7057,3
7058,3
7059,4
7060,5
7061,7
7062,5
7063,2
7064,6
7065,4
7066,3
7067,6
7068,5
7069,2
7070,6
7071,4
7072,1
7073,4
7074,4
7075,3
7076,4
7077,6
7078,4
7079,7
7080,7
7081,5
7082,5
7083,1
7084,6
7085,2
7086,2
7087,7
7088,7
7089,2
7090,4
7091,2
7092,6
7093,1
7094,1
7095,4
7096,4
7097,3
7098,3
7099,4
7100,4
7101,2
7102,2
7103,3
7104,4
7105,7
7106,4
7107,3
7108,1
7109,6
7110,4
7111,4
7112,1
7113,6
7114,1
7115,5
7116,4
7117,1
7118,1
7119,2
7120,5
7121,5
7122,5
7123,7
7124,6
7125,4
7126,7
7127,1
7128,2
7129,4
7130,1
7131,4
7132,6
7133,4
7134,1
7135,3
7136,2
7137,5
7138,5
7139,1
7140,2
7141,1
7142,6
7143,6
7144,6
7145,6
7146,1
7147,3
7148,4
7149,5
7150,6
7151,3
7152,1
7153,1
7154,3
7155,7
7156,4
7157,6
7158,1
7159,1
7160,1
7161,3
7162,3
7163,1
7164,2
7165,6
7166,6
7167,7
7168,2
7169,1
7170,1
7171,2
7172,3
7173,6
7174,7
7175,7
7176,2
7177,1
7178,2
7179,1
7180,1
7181,7
7182,6
7183,2
7184,5
7185,4
7186,5
7187,7
7188,4
7189,2
7190,6
7191,3
7192,3
7193,3
7194,2
7195,1
7196,2
7197,3
7198,3
7199,6
7200,6
7201,7
7202,5
7203,3
7204,6
7205,7
7206,5
7207,1
7208,3
7209,6
7210,2
7211,5
7212,6
7213,4
7214,3
7215,6
7216,4
7217,2
7218,5
7219,2
7220,6
7221,1
7222,6
7223,2
7224,5
7225,3
7226,5
7227,1
7228,3
7229,5
7230,4
7231,5
7232,3
7233,6
7234,2
7235,5
7236,4
7237,6
7238,3
7239,6
7240,5
7241,6
7242,7
7243,2
7244,7
7245,7
7246,7
7247,7
7248,3
7249,5
7250,6
7251,3
7252,4
7253,7
7254,7
7255,1
7256,4
7257,3
7258,1
7259,3
7260,3
7261,3
7262,7
7263,7
7264,5
7265,3
7266,1
7267,7
7268,4
7269,4
7270,2
7271,5
7272,2
7273,6
7274,7
7275,5
7276,3
7277,7
7278,6
7279,1
7280,5
7281,7
7282,6
7283,6
7284,5
7285,3
7286,6
7287,6
7288,5
7289,3
7290,7
7291,4
7292,5
7293,3
7294,4
7295,6
7296,5
7297,5
7298,2
7299,6
7300,5
7301,6
7302,6
7303,7
7304,4
7305,3
7306,6
7307,6
7308,3
7309,7
7310,2
7311,6
7312,6
7313,3
7314,7
7315,4
7316,2
7317,1
7318,3
7319,2
7320,3
7321,2
7322,5
7323,5
7324,5
7325,7
7326,4
7327,3
7328,7
7329,2
7330,2
7331,4
7332,3
7333,6
7334,2
7335,6
7336,4
7337,6
7338,4
7339,7
7340,3
7341,5
7342,6
7343,2
7344,3
7345,7
7346,5
7347,2
7348,7
7349,6
7350,6
7351,6
7352,7
7353,3
7354,6
7355,7
7356,5
7357,5
7358,7
7359,3
7360,4
7361,3
7362,6
7363,5
7364,6
7365,4
7366,4
7367,4
7368,6
7369,2
7370,1
7371,2
7372,6
7373,1
7374,4
7375,1
7376,5
7377,7
7378,4
7379,5
7380,7
7381,7
7382,3
7383,6
7384,4
7385,2
7386,4
7387,2
7388,3
7389,3
7390,3
7391,4
7392,2
7393,7
7394,1
7395,6
7396,7
7397,7
7398,2
7399,7
7400,3
7401,3
7402,5
7403,6
7404,4
7405,1
7406,4
7407,7
7408,5
7409,6
7410,5
7411,6
7412,5
7413,5
7414,4
7415,3
7416,7
7417,6
7418,5
7419,5
7420,2
7421,2
7422,3
7423,5
7424,2
7425,4
7426,3
7427,3
7428,5
7429,2
7430,6
7431,3
7432,5
7433,2
7434,4
7435,7
7436,6
7437,5
7438,6
7439,2
7440,1
7441,5
7442,2
7443,1
7444,1
7445,5
7446,4
7447,5
7448,1
7449,1
7450,6
7451,3
7452,7
7453,2
7454,3
7455,2
7456,3
7457,7
7458,3
7459,4
7460,6
7461,5
7462,1
7463,2
7464,7
7465,7
7466,7
7467,4
7468,7
7469,2
7470,7
7471,2
7472,4
7473,3
7474,6
7475,7
7476,4
7477,2
7478,5
7479,1
7480,4
7481,5
7482,1
7483,4
7484,1
7485,6
7486,7
7487,5
7488,4
7489,2
7490,2
7491,3
7492,6
7493,2
7494,7
7495,4
7496,1
7497,2
7498,2
7499,1
7500,4
7501,2
7502,5
7503,5
7504,6
7505,1
7506,3
7507,3
7508,5
7509,6
7510,2
7511,7
7512,6
7513,2
7514,6
7515,3
7516,5
7517,6
7518,4
7519,1
7520,4
7521,7
7522,4
7523,6
7524,7
7525,1
7526,1
7527,7
7528,6
7529,2
7530,5
7531,7
7532,3
7533,2
7534,1
7535,1
7536,7
7537,5
7538,5
7539,7
7540,6
7541,1
7542,6
7543,7
7544,6
7545,1
7546,5
7547,6
7548,5
7549,2
7550,3
7551,7
7552,5
7553,4
7554,1
7555,6
7556,1
7557,2
7558,4
7559,2
7560,5
7561,4
7562,7
7563,4
7564,3
7565,2
7566,3
7567,3
7568,5
7569,2
7570,7
7571,3
7572,3
7573,2
7574,2
7575,4
7576,4
7577,1
7578,3
7579,5
7580,2
7581,7
7582,5
7583,7
7584,1
7585,7
7586,7
7587,2
7588,1
7589,3
7590,6
7591,1
7592,1
7593,3
7594,1
7595,7
7596,3
7597,6
7598,5
7599,3
7600,6
7601,1
7602,3
7603,3
7604,2
7605,4
7606,2
7607,5
7608,6
7609,6
7610,5
7611,3
7612,4
7613,2
7614,7
7615,5
7616,6
7617,3
7618,3
7619,2
7620,2
7621,2
7622,6
7623,4
7624,4
7625,2
7626,1
7627,1
7628,3
7629,6
7630,1
7631,5
7632,2
7633,5
7634,4
7635,5
7636,6
7637,5
7638,5
7639,4
7640,3
7641,2
7642,5
7643,4
7644,7
7645,6
7646,4
7647,7
7648,5
7649,6
7650,2
7651,6
7652,2
7653,2
7654,3
7655,3
7656,1
7657,5
7658,2
7659,7
7660,7
7661,2
7662,2
7663,1
7664,7
7665,1
7666,7
7667,2
7668,7
7669,1
7670,1
7671,7
7672,1
7673,1
7674,2
7675,2
7676,4
7677,3
7678,4
7679,6
7680,1
7681,5
7682,5
7683,1
7684,3
7685,5
7686,2
7687,1
7688,6
7689,4
7690,7
7691,1
7692,6
7693,1
7694,5
7695,5
7696,1
7697,4
7698,7
7699,3
7700,4
7701,5
7702,1
7703,3
7704,3
7705,7
7706,6
7707,7
7708,1
7709,4
7710,2
7711,3
7712,3
7713,6
7714,7
7715,4
7716,2
7717,2
7718,1
7719,7
7720,3
7721,7
7722,4
7723,3
7724,5
7725,1
7726,1
7727,2
7728,1
7729,5
7730,3
7731,2
7732,7
7733,4
7734,6
7735,5
7736,7
7737,7
7738,3
7739,3
7740,6
7741,3
7742,6
7743,5
7744,3
7745,5
7746,5
7747,3
7748,6
7749,2
7750,3
7751,5
7752,3
7753,5
7754,2
7755,6
7756,1
7757,4
7758,2
7759,2
7760,4
7761,5
7762,6
7763,7
7764,5
7765,7
7766,2
7767,6
7768,1
7769,6
7770,7
7771,3
7772,2
7773,5
7774,7
7775,3
7776,5
7777,4
7778,2
7779,6
7780,5
7781,5
7782,4
7783,1
7784,6
7785,5
7786,5
7787,4
7788,1
7789,7
7790,5
7791,3
7792,5
7793,2
7794,5
7795,4
7796,7
7797,5
7798,1
7799,4
7800,4
7801,5
7802,4
7803,5
7804,1
7805,7
7806,2
7807,1
7808,3
7809,7
7810,6
7811,6
7812,6
7813,4
7814,4
7815,4
7816,3
7817,6
7818,6
7819,1
7820,2
7821,5
7822,7
7823,6
7824,6
7825,6
7826,4
7827,1
7828,2
7829,5
7830,6
7831,1
7832,2
7833,4
7834,7
7835,5
7836,3
7837,3
7838,2
7839,1
7840,6
7841,5
7842,5
7843,2
7844,7
7845,6
7846,5
7847,7
7848,7
7849,3
7850,7
7851,7
7852,1
7853,2
7854,2
7855,4
7856,5
7857,2
7858,7
7859,6
7860,1
7861,2
7862,5
7863,5
7864,2
7865,1
7866,6
7867,2
7868,5
7869,7
7870,2
7871,5
7872,7
7873,6
7874,6
7875,5
7876,2
7877,1
7878,5
7879,3
7880,7
7881,6
7882,7
7883,6
7884,3
7885,2
7886,4
7887,3
7888,3
7889,5
7890,3
7891,3
7892,7
7893,1
7894,4
7895,4
7896,3
7897,7
7898,3
7899,1
7900,1
7901,4
7902,3
7903,6
7904,7
7905,4
7906,2
7907,1
7908,2
7909,1
7910,4
7911,1
7912,5
7913,1
7914,1
7915,1
7916,7
7917,1
7918,1
7919,5
7920,4
7921,1
7922,1
7923,2
7924,2
7925,1
7926,2
7927,2
7928,5
7929,4
7930,6
7931,4
7932,3
7933,6
7934,7
7935,5
7936,3
7937,2
7938,4
7939,6
7940,4
7941,5
7942,6
7943,7
7944,2
7945,3
7946,3
7947,5
7948,4
7949,5
7950,5
7951,5
7952,1
7953,4
7954,2
7955,2
7956,3
7957,5
7958,2
7959,1
7960,2
7961,4
7962,1
7963,5
7964,4
7965,5
7966,5
7967,4
7968,1
7969,2
7970,2
7971,7
7972,7
7973,4
7974,4
7975,2
7976,3
7977,6
7978,6
7979,6
7980,2
7981,5
7982,4
7983,5
7984,7
7985,2
7986,2
7987,6
7988,4
7989,3
7990,7
7991,3
7992,7
7993,6
7994,6
7995,6
7996,1
7997,6
7998,7
7999,1
8000,3
8001,5
8002,6
8003,4
8004,4
8005,5
8006,7
8007,4
8008,5
8009,2
8010,3
8011,5
8012,7
8013,2
8014,2
8015,6
8016,2
8017,6
8018,4
8019,2
8020,7
8021,3
8022,3
8023,1
8024,3
8025,3
8026,1
8027,2
8028,5
8029,4
8030,6
8031,7
8032,1
8033,4
8034,1
8035,1
8036,1
8037,5
8038,3
8039,4
8040,5
8041,1
8042,1
8043,2
8044,5
8045,2
8046,4
8047,5
8048,2
8049,5
8050,3
8051,7
8052,6
8053,4
8054,7
8055,4
8056,7
8057,4
8058,2
8059,5
8060,7
8061,4
8062,3
8063,3
8064,4
8065,4
8066,1
8067,7
8068,2
8069,3
8070,1
8071,3
8072,3
8073,2
8074,7
8075,6
8076,5
8077,5
8078,5
8079,5
8080,3
8081,2
8082,4
8083,5
8084,7
8085,5
8086,7
8087,1
8088,2
8089,5
8090,1
8091,7
8092,6
8093,5
8094,1
8095,5
8096,1
8097,7
8098,2
8099,5
8100,3
8101,4
8102,5
8103,2
8104,7
8105,1
8106,7
8107,3
8108,3
8109,1
8110,6
8111,4
8112,3
8113,6
8114,2
8115,6
8116,1
8117,1
8118,4
8119,3
8120,2
8121,4
8122,2
8123,1
8124,7
8125,1
8126,7
8127,4
8128,3
8129,7
8130,1
8131,5
8132,6
8133,5
8134,3
8135,7
8136,2
8137,3
8138,1
8139,7
8140,7
8141,1
8142,2
8143,4
8144,3
8145,4
8146,2
8147,4
8148,3
8149,5
8150,4
8151,2
8152,4
8153,7
8154,7
8155,5
8156,4
8157,4
8158,5
8159,5
8160,3
8161,5
8162,7
8163,6
8164,5
8165,3
8166,1
8167,4
8168,5
8169,3
8170,4
8171,1
8172,4
8173,4
8174,1
8175,2
8176,6
8177,6
8178,1
8179,6
8180,1
8181,6
8182,3
8183,5
8184,1
8185,7
8186,1
8187,7
8188,2
8189,7
8190,6
8191,7
8192,1
8193,1
8194,2
8195,6
8196,6
8197,4
8198,6
8199,3
8200,2
8201,6
8202,5
8203,6
8204,6
8205,5
8206,5
8207,7
8208,7
8209,7
8210,3
8211,6
8212,3
8213,7
8214,7
8215,4
8216,3
8217,4
8218,5
8219,5
8220,4
8221,4
8222,6
8223,7
8224,3
8225,6
8226,5
8227,3
8228,1
8229,2
8230,4
8231,4
8232,3
8233,4
8234,6
8235,3
8236,5
8237,7
8238,5
8239,5
8240,6
8241,2
8242,7
8243,7
8244,2
8245,6
8246,4
8247,6
8248,4
8249,5
8250,3
8251,5
8252,5
8253,1
8254,6
8255,4
8256,2
8257,7
8258,6
8259,4
8260,1
8261,3
8262,7
8263,6
8264,6
8265,4
8266,2
8267,4
8268,7
8269,6
8270,2
8271,3
8272,2
8273,6
8274,1
8275,1
8276,6
8277,1
8278,2
8279,3
8280,7
8281,3
8282,6
8283,6
8284,5
8285,3
8286,2
8287,5
8288,2
8289,2
8290,4
8291,3
8292,7
8293,7
8294,1
8295,6
8296,3
8297,3
8298,1
8299,2
8300,2
8301,6
8302,6
8303,1
8304,7
8305,6
8306,3
8307,4
8308,3
8309,1
8310,1
8311,1
8312,1
8313,2
8314,7
8315,2
8316,5
8317,6
8318,1
8319,6
8320,6
8321,2
8322,6
8323,4
8324,5
8325,7
8326,5
8327,7
8328,6
8329,7
8330,3
8331,3
8332,4
8333,4
8334,1
8335,2
8336,5
8337,1
8338,1
8339,6
8340,4
8341,4
8342,7
8343,3
8344,6
8345,4
8346,1
8347,6
8348,6
8349,5
8350,3
8351,6
8352,6
8353,6
8354,6
8355,4
8356,5
8357,2
8358,6
8359,3
8360,6
8361,7
8362,6
8363,5
8364,1
8365,3
8366,6
8367,3
8368,5
8369,6
8370,2
8371,3
8372,7
8373,5
8374,3
8375,6
8376,6
8377,6
8378,5
8379,7
8380,1
8381,4
8382,5
8383,7
8384,4
8385,5
8386,7
8387,2
8388,4
8389,4
8390,6
8391,1
8392,3
8393,6
8394,6
8395,6
8396,7
8397,4
8398,7
8399,4
8400,4
8401,7
8402,5
8403,5
8404,3
8405,1
8406,4
8407,4
8408,6
8409,1
8410,6
8411,2
8412,4
8413,2
8414,4
8415,5
8416,1
8417,5
8418,4
8419,2
8420,1
8421,1
8422,1
8423,3
8424,7
8425,4
8426,7
8427,5
8428,4
8429,5
8430,1
8431,7
8432,5
8433,7
8434,4
8435,7
8436,3
8437,2
8438,6
8439,3
8440,7
8441,1
8442,7
8443,3
8444,1
8445,1
8446,2
8447,2
8448,7
8449,2
8450,6
8451,7
8452,5
8453,7
8454,3
8455,1
8456,7
8457,7
8458,7
8459,5
8460,6
8461,2
8462,4
8463,6
8464,2
8465,1
8466,2
8467,1
8468,2
8469,5
8470,4
8471,3
8472,1
8473,7
8474,1
8475,1
8476,2
8477,1
8478,2
8479,3
8480,6
8481,2
8482,7
8483,4
8484,5
8485,2
8486,7
8487,1
8488,7
8489,6
8490,3
8491,2
8492,7
8493,3
8494,4
8495,1
8496,2
8497,6
8498,5
8499,7
8500,6
8501,3
8502,7
8503,7
8504,2
8505,7
8506,6
8507,3
8508,4
8509,3
8510,2
8511,7
8512,6
8513,7
8514,7
8515,2
8516,2
8517,3
8518,5
8519,3
8520,6
8521,5
8522,5
8523,5
8524,7
8525,2
8526,3
8527,6
8528,2
8529,6
8530,4
8531,6
8532,3
8533,4
8534,1
8535,7
8536,5
8537,1
8538,3
8539,3
8540,2
8541,6
8542,5
8543,7
8544,6
8545,5
8546,6
8547,1
8548,1
8549,3
8550,2
8551,5
8552,7
8553,4
8554,6
8555,4
8556,7
8557,3
8558,6
8559,5
8560,4
8561,1
8562,4
8563,2
8564,4
8565,5
8566,1
8567,7
8568,6
8569,7
8570,3
8571,1
8572,7
8573,7
8574,2
8575,1
8576,5
8577,4
8578,4
8579,5
8580,5
8581,6
8582,6
8583,2
8584,2
8585,2
8586,2
8587,4
8588,6
8589,3
8590,5
8591,4
8592,4
8593,7
8594,1
8595,6
